transaction_id,timestamp,customer_id,merchant_name,amount,mcc_code,location
TX00238,2025-06-20 10:46:34,CUST162,APL*KELLY-MART LINDABERG,98.96,5411,Calgary
TX00239,2025-06-20 13:05:53,CUST193,"WMT*WILLIAMS,  WEST MISTYVILLE",322.64,5945,Toronto
TX00240,2025-06-20 11:57:09,CUST151,UBR*BAILEY-HAR WEST DOMINICLAND,494.47,5945,Montreal
TX00241,2025-06-20 13:16:42,CUST170,LYF*WARE AND S DONNABURY,295.26,5812,Vancouver
TX00242,2025-06-19 23:07:18,CUST892,"GOOGL*WELCH, SAN NORTH DEBBIEVILLE",6.4,5812,Montreal
TX00243,2025-06-20 14:28:03,CUST653,"UBR*PROCTOR, W EAST THOMASBERG",59.41,5411,Montreal
TX00244,2025-06-20 12:09:28,CUST115,"UBR*HANSON, SI NORTH MICHAELCHESTER",296.48,5411,Montreal
TX00245,2025-06-20 16:12:20,CUST371,AMZ*SMITH PLC JOHNSONFORT,372.15,5945,Toronto
TX00246,2025-06-20 03:28:52,CUST863,AMZ*ARIAS LLC NORTH HAYLEY,226.9,5912,Ottawa
TX00247,2025-06-20 04:21:49,CUST707,AMZ*THOMAS INC SOUTH NATHANHAVEN,254.4,5945,Toronto
TX00248,2025-06-20 01:50:07,CUST844,WMT*ELLIS-BROW NEW SAMUELBURY,154.31,5732,Toronto
TX00249,2025-06-20 06:11:54,CUST162,APL*MOSLEY-MAN WEST DENISE,216.01,5411,Calgary
TX00250,2025-06-20 18:08:42,CUST829,APL*GONZALEZ L WILLIAMSSTAD,450.14,5912,Ottawa
TX00251,2025-06-20 16:13:34,CUST251,AMZ*JONES-HARM LAKE CHARLESTON,141.13,5732,Ottawa
TX00252,2025-06-20 08:58:52,CUST661,WMT*VARGAS-BRO ALECFORT,193.55,5945,Ottawa
TX00253,2025-06-20 02:24:51,CUST401,APL*COLEMAN GR NORTH ERICBERG,304.69,5411,Winnipeg
TX00254,2025-06-19 21:07:18,CUST217,WMT*MACK PLC STEPHANIEPORT,439.46,5945,Winnipeg
TX00255,2025-06-20 05:09:44,CUST986,GOOGL*FRENCH PLC LAKE WILLIAMBERG,228.52,5812,Calgary
TX00256,2025-06-20 06:18:12,CUST447,"APL*PRUITT, DA NEW JEFFREY",210.91,5411,Vancouver
TX00257,2025-06-19 20:36:17,CUST537,UBR*POTTER AND YOLANDAMOUTH,131.17,5812,Winnipeg
TX00258,2025-06-20 17:29:57,CUST585,AMZ*JOHNSON LT PORT NICHOLAS,416.73,5411,Calgary
TX00259,2025-06-19 17:55:19,CUST198,WMT*GREEN LLC SOUTH DAVIDHAVEN,189.46,5812,Ottawa
TX00260,2025-06-20 00:22:26,CUST161,LYF*WEBSTER-FI BRANDONBURY,283.03,5732,Toronto
TX00261,2025-06-19 20:35:47,CUST520,UBR*PERRY-VELE NORTH CYNTHIAMOUTH,470.86,5999,Winnipeg
TX00262,2025-06-19 22:57:38,CUST152,"UBR*WELCH, GRA EAST ANDREW",159.66,5411,Ottawa
TX00263,2025-06-20 15:11:14,CUST619,"GOOGL*GATES, HIL EAST HENRYBURY",330.08,5812,Toronto
TX00264,2025-06-20 07:26:18,CUST458,LYF*FORBES INC EAST TAMMYCHESTER,61.87,5912,Ottawa
TX00265,2025-06-20 00:23:48,CUST331,APL*HART-PEREZ NORTH JAMES,487.4,5945,Ottawa
TX00266,2025-06-20 00:33:02,CUST791,WMT*CASEY AND  BRIDGETMOUTH,18.0,5732,Winnipeg
TX00267,2025-06-20 14:15:07,CUST373,"AMZ*ROSALES, T DAVIDMOUTH",140.27,5912,Vancouver
TX00268,2025-06-20 14:12:57,CUST459,"AMZ*BROWNING,  SOUTH LISA",435.58,5945,Winnipeg
TX00269,2025-06-20 15:39:19,CUST510,AMZ*HERNANDEZ  MURPHYSTAD,371.78,5411,Toronto
TX00270,2025-06-20 12:59:17,CUST864,LYF*GRAHAM INC EAST DENISE,191.22,5999,Vancouver
TX00271,2025-06-20 09:28:28,CUST261,UBR*TORRES AND BRUCEBERG,362.19,5945,Ottawa
TX00272,2025-06-20 15:09:22,CUST186,AMZ*MARQUEZ PL SMITHBURGH,82.92,5945,Toronto
TX00273,2025-06-20 10:54:49,CUST790,AMZ*BLANCHARD- WEST MICHAEL,224.34,5999,Calgary
TX00274,2025-06-20 05:44:27,CUST721,APL*WALTERS-MO WEST EMILY,140.22,5945,Toronto
TX00275,2025-06-20 16:47:00,CUST453,APL*GARCIA AND WEST PAMELA,145.21,5732,Ottawa
TX00276,2025-06-19 20:31:52,CUST598,LYF*PADILLA IN ANNAVIEW,157.67,5812,Calgary
TX00277,2025-06-20 20:32:27,CUST713,"AMZ*HENSLEY, N TODDLAND",106.19,5812,Montreal
TX00278,2025-06-20 10:16:56,CUST882,"UBR*MIRANDA, W NICOLETON",167.42,5411,Calgary
TX00279,2025-06-20 14:25:26,CUST864,APL*MCCOY-GILL YVETTEBURY,68.95,5945,Winnipeg
TX00280,2025-06-20 00:28:41,CUST335,LYF*ROBBINS GR EAST STEPHANIE,417.51,5912,Toronto
TX00281,2025-06-20 19:16:50,CUST506,WMT*MORALES-HE DONNAHAVEN,220.93,5999,Toronto
TX00282,2025-06-19 23:51:29,CUST982,UBR*JOHNSON GR LAKE ANDREA,217.5,5999,Winnipeg
TX00283,2025-06-20 10:16:47,CUST755,APL*PARKS LTD LAWRENCELAND,62.01,5411,Vancouver
TX00284,2025-06-20 04:04:09,CUST275,"LYF*BROOKS, MA LAKE SARAHBURY",416.85,5912,Toronto
TX00285,2025-06-20 11:57:43,CUST547,AMZ*PONCE-RYAN SOUTH ANTHONYLAND,220.66,5999,Ottawa
TX00286,2025-06-20 09:31:26,CUST180,"APL*MALONE, MU HALEBERG",374.17,5812,Vancouver
TX00287,2025-06-20 18:02:23,CUST897,GOOGL*OWENS LTD MASONLAND,257.69,5411,Ottawa
TX00288,2025-06-20 08:06:01,CUST622,GOOGL*LOPEZ-RODR LAKE CHRISBOROUGH,178.79,5732,Montreal
TX00289,2025-06-20 15:29:20,CUST341,AMZ*ANDERSON A WEST BRITTNEYSIDE,131.7,5812,Ottawa
TX00290,2025-06-20 18:04:38,CUST256,WMT*BOLTON-PAR GARYMOUTH,92.69,5732,Calgary
TX00291,2025-06-19 17:09:16,CUST575,LYF*LITTLE PLC EAST MICHAEL,291.84,5732,Ottawa
TX00292,2025-06-19 22:04:57,CUST758,WMT*DIAZ-GARCI LAKE SCOTTBURGH,164.99,5732,Vancouver
TX00293,2025-06-20 18:20:04,CUST254,APL*HUNT PLC WEST MICHAELHAVEN,237.12,5732,Vancouver
TX00294,2025-06-19 23:17:16,CUST915,UBR*MORRIS-RUI ELAINESIDE,32.81,5945,Toronto
TX00295,2025-06-20 04:22:01,CUST417,APL*MCGEE-SHAF WEST ALYSSABURGH,23.62,5912,Vancouver
TX00296,2025-06-20 17:31:59,CUST178,"WMT*TURNER, FR PORT ETHANPORT",309.43,5945,Calgary
TX00297,2025-06-20 00:38:19,CUST573,"LYF*ALLEN, BRA NEW CHRISTOPHERMOUTH",477.34,5732,Toronto
TX00298,2025-06-19 21:05:17,CUST560,LYF*CLARK-COOK NORTH AMYHAVEN,98.18,5945,Calgary
TX00299,2025-06-20 18:34:05,CUST613,"GOOGL*ERICKSON,  NEW JOSHUABURY",228.01,5912,Winnipeg
TX00300,2025-06-19 21:17:45,CUST186,LYF*HERNANDEZ- SANDOVALPORT,90.42,5812,Winnipeg
TX00301,2025-06-20 01:44:24,CUST548,APL*WRIGHT-FRE CHADMOUTH,263.76,5812,Vancouver
TX00302,2025-06-20 06:42:55,CUST481,"UBR*HANEY, SMI ANDREASTAD",207.34,5912,Winnipeg
TX00303,2025-06-19 21:51:03,CUST712,AMZ*QUINN-GILL MENDOZABERG,325.42,5411,Vancouver
TX00304,2025-06-19 20:07:18,CUST196,"LYF*HAWKINS, L SPARKSFURT",196.35,5912,Winnipeg
TX00305,2025-06-19 22:52:37,CUST972,WMT*HALL INC ERIKHAVEN,437.27,5912,Toronto
TX00306,2025-06-20 15:40:17,CUST696,WMT*KANE GROUP PORT GEORGE,458.79,5912,Winnipeg
TX00307,2025-06-20 06:33:00,CUST815,WMT*WALTON INC HALLBERG,68.83,5732,Toronto
TX00308,2025-06-20 07:06:22,CUST417,"LYF*TURNER, BR LISAVILLE",323.53,5912,Montreal
TX00309,2025-06-19 17:55:22,CUST786,"WMT*HARRIS, SI MARIALAND",498.6,5945,Toronto
TX00310,2025-06-20 05:24:18,CUST761,WMT*WASHINGTON ORTIZBOROUGH,256.7,5411,Vancouver
TX00311,2025-06-20 13:01:20,CUST416,"GOOGL*SMITH, SIM LAKE TERESAHAVEN",174.16,5999,Montreal
TX00312,2025-06-20 15:10:46,CUST331,"GOOGL*TERRY, MUL PORT CHRISTOPHER",43.2,5411,Ottawa
TX00313,2025-06-19 17:55:39,CUST889,LYF*HARRIS LLC ROBERTBURY,442.42,5411,Winnipeg
TX00314,2025-06-20 16:02:58,CUST444,"LYF*STONE, NIC ELIZABETHMOUTH",300.64,5812,Montreal
TX00315,2025-06-19 22:04:29,CUST285,WMT*HERRERA-TO RACHELBOROUGH,405.48,5812,Winnipeg
TX00316,2025-06-20 05:51:42,CUST548,AMZ*GIBSON-HOL JEFFREYBOROUGH,185.33,5732,Montreal
TX00317,2025-06-20 10:26:48,CUST554,LYF*CHAPMAN-EL SOUTH CODYBURY,377.43,5999,Montreal
TX00318,2025-06-20 09:33:12,CUST646,"GOOGL*BENTON, BR KLINEBURGH",482.97,5999,Montreal
TX00319,2025-06-20 00:03:08,CUST476,WMT*JOHNSON GR WEST RODNEY,492.3,5999,Vancouver
TX00320,2025-06-20 02:30:38,CUST896,APL*RAMIREZ-AL HAASBURY,266.09,5812,Montreal
TX00321,2025-06-20 15:46:54,CUST920,LYF*MILLER-LAN GINAHAVEN,437.14,5411,Winnipeg
TX00322,2025-06-20 00:37:50,CUST592,"UBR*HAYES, HAR NORTH DAVID",467.48,5732,Ottawa
TX00323,2025-06-20 10:26:31,CUST971,"AMZ*COWAN, FRE AMYFORT",46.52,5812,Vancouver
TX00324,2025-06-20 15:27:21,CUST560,LYF*HENDERSON  NORTH TIMOTHY,416.37,5411,Montreal
TX00325,2025-06-20 08:05:34,CUST936,APL*PECK PLC CHARLESMOUTH,465.58,5999,Toronto
TX00326,2025-06-20 07:12:19,CUST505,LYF*MONTOYA PL NEW KIMBERLYTOWN,121.71,5411,Vancouver
TX00327,2025-06-20 09:13:04,CUST329,AMZ*SMITH LLC HOLMESSHIRE,465.76,5732,Winnipeg
TX00328,2025-06-20 15:48:39,CUST443,GOOGL*FOWLER-MIT COXCHESTER,23.96,5999,Winnipeg
TX00329,2025-06-19 17:11:32,CUST951,"GOOGL*DANIELS, B MCDONALDVIEW",354.24,5999,Ottawa
TX00330,2025-06-20 20:07:44,CUST105,"AMZ*KENT, COLL SOUTH AMBER",131.68,5812,Ottawa
TX00331,2025-06-20 01:36:18,CUST844,LYF*WHITE-CUNN SOUTH RONALD,214.51,5912,Montreal
TX00332,2025-06-20 19:04:56,CUST408,AMZ*HOWARD PLC PORT CHRISTOPHER,123.03,5732,Ottawa
TX00333,2025-06-20 16:47:04,CUST568,AMZ*HARPER-MUR WEST ROBERT,419.16,5999,Ottawa
TX00334,2025-06-19 21:48:43,CUST648,"AMZ*SMITH, ALL ALLENPORT",260.11,5812,Winnipeg
TX00335,2025-06-20 05:11:33,CUST247,UBR*EDWARDS-BY GOMEZSTAD,5.77,5912,Montreal
TX00336,2025-06-20 14:00:03,CUST684,APL*GOLDEN-MOR LAKE NOAHSTAD,333.86,5411,Ottawa
TX00337,2025-06-20 01:40:03,CUST469,AMZ*BUCKLEY LL REBECCATON,274.32,5945,Ottawa
TX00338,2025-06-20 03:42:13,CUST120,APL*CORTEZ-WAS SOUTH JESSICABERG,26.55,5999,Vancouver
TX00339,2025-06-20 20:13:46,CUST359,WMT*GRAHAM INC ANDREWTOWN,181.76,5411,Vancouver
TX00340,2025-06-19 20:53:47,CUST346,WMT*WEEKS GROU NEW JENNIFERBURGH,315.99,5945,Winnipeg
TX00341,2025-06-20 15:57:48,CUST874,UBR*SIMMONS LL MURRAYPORT,26.95,5945,Vancouver
TX00342,2025-06-20 14:26:45,CUST933,WMT*TURNER-ROD FORDSHIRE,416.04,5732,Calgary
TX00343,2025-06-19 21:49:12,CUST812,APL*KELLY GROU SOUTH JOHNBURGH,95.23,5812,Toronto
TX00344,2025-06-20 19:28:27,CUST833,APL*CONWAY PLC SOUTH ANTHONY,150.25,5411,Montreal
TX00345,2025-06-20 09:31:52,CUST142,UBR*HOGAN GROU JENNASHIRE,260.11,5945,Calgary
TX00346,2025-06-19 17:23:39,CUST359,AMZ*COLE LLC BANKSSHIRE,325.22,5912,Vancouver
TX00347,2025-06-19 20:56:46,CUST982,"AMZ*BOYD, WILS LOWEVILLE",169.3,5411,Vancouver
TX00348,2025-06-19 17:45:28,CUST547,"APL*BELL, KERR DANIELSTAD",222.67,5999,Vancouver
TX00349,2025-06-19 19:37:24,CUST291,APL*ADAMS-HAWK LAKE ERICAMOUTH,251.27,5945,Vancouver
TX00350,2025-06-19 18:20:54,CUST920,AMZ*MONROE-BER JAMESCHESTER,215.13,5999,Ottawa
TX00351,2025-06-20 00:57:38,CUST942,GOOGL*KING PLC BARNESMOUTH,150.41,5411,Toronto
TX00352,2025-06-20 10:03:24,CUST435,"WMT*CASTANEDA, KATELYNBURGH",156.72,5945,Winnipeg
TX00353,2025-06-19 19:42:26,CUST536,GOOGL*DAVIS-PATE WEST MICHAEL,224.73,5999,Toronto
TX00354,2025-06-19 22:26:05,CUST844,UBR*WALKER-BOW MICHAELBERG,499.08,5912,Winnipeg
TX00355,2025-06-20 18:05:19,CUST910,"AMZ*CROSS, PAY NEW WALTERBURY",337.24,5999,Vancouver
TX00356,2025-06-19 20:05:03,CUST625,WMT*HARTMAN AN EAST PAUL,84.19,5411,Montreal
TX00357,2025-06-19 20:07:56,CUST969,"LYF*SMITH, FLE ROBERTFORT",391.75,5411,Montreal
TX00358,2025-06-19 21:19:52,CUST168,GOOGL*WHEELER GR ONEILLBOROUGH,186.33,5999,Ottawa
TX00359,2025-06-20 15:14:03,CUST133,LYF*WASHINGTON DAVIDMOUTH,341.14,5912,Vancouver
TX00360,2025-06-19 23:55:29,CUST554,AMZ*BARBER-HER ALVAREZBOROUGH,73.16,5912,Calgary
TX00361,2025-06-20 10:40:26,CUST421,WMT*WILSON LLC EAST JENNIFER,128.56,5411,Toronto
TX00362,2025-06-20 02:39:04,CUST853,GOOGL*MELENDEZ-Y LEONARDTON,261.28,5945,Toronto
TX00363,2025-06-19 19:11:15,CUST368,UBR*GALLAGHER- BRYANTPORT,225.91,5945,Vancouver
TX00364,2025-06-20 13:31:57,CUST810,APL*SMITH PLC HARTMANVILLE,65.71,5411,Calgary
TX00365,2025-06-20 04:36:53,CUST276,WMT*SCOTT-VELA BOWMANSTAD,498.64,5732,Vancouver
TX00366,2025-06-19 18:59:14,CUST783,UBR*BARBER-BUC LAKE DEBORAH,37.14,5945,Vancouver
TX00367,2025-06-19 18:54:16,CUST407,"GOOGL*GONZALEZ,  EAST RICHARD",356.23,5732,Winnipeg
TX00368,2025-06-20 02:17:51,CUST278,UBR*MURPHY-WAL EAST TROYHAVEN,116.0,5812,Montreal
TX00369,2025-06-20 19:51:49,CUST342,APL*WALKER-WOL MCCARTHYBERG,183.64,5945,Vancouver
TX00370,2025-06-20 16:05:45,CUST578,LYF*SHEPARD GR MARTINSTAD,307.91,5411,Toronto
TX00371,2025-06-19 18:43:05,CUST416,APL*SMITH LLC HUNTERTON,360.84,5945,Calgary
TX00372,2025-06-19 23:53:21,CUST887,APL*VASQUEZ-ZA SUSANMOUTH,41.51,5912,Winnipeg
TX00373,2025-06-20 03:51:37,CUST175,"APL*ROSS, JOHN PORT RYAN",341.65,5912,Montreal
TX00374,2025-06-19 21:31:35,CUST999,LYF*BUTLER-ALL BENNETTBERG,295.95,5812,Calgary
TX00375,2025-06-20 16:18:00,CUST614,AMZ*MCFARLAND- WEST AMY,261.46,5912,Montreal
TX00376,2025-06-19 18:59:41,CUST265,UBR*HERNANDEZ- TURNERBURGH,116.61,5945,Vancouver
TX00377,2025-06-20 11:41:47,CUST966,"AMZ*MARTINEZ,  JERRYLAND",102.17,5945,Vancouver
TX00378,2025-06-20 09:47:43,CUST228,WMT*SMALL INC NORTH GREGORYMOUTH,309.14,5411,Ottawa
TX00379,2025-06-19 23:16:25,CUST756,GOOGL*OWEN PLC EAST CASSANDRALAND,471.1,5812,Montreal
TX00380,2025-06-19 18:35:00,CUST774,"LYF*HARPER, KI PORT RANDALLVIEW",451.49,5912,Ottawa
TX00381,2025-06-20 17:51:48,CUST142,"AMZ*RAMSEY, MA NEW CLAIREBURY",27.5,5732,Ottawa
TX00382,2025-06-20 13:08:43,CUST371,WMT*PENA-TOWNS EAST AUTUMNSHIRE,384.64,5999,Ottawa
TX00383,2025-06-20 02:41:16,CUST754,AMZ*BOYD LLC RICKYHAVEN,445.05,5945,Vancouver
TX00384,2025-06-20 03:14:14,CUST757,UBR*WILLIS AND NEW ASHLEYVIEW,126.21,5732,Calgary
TX00385,2025-06-20 18:09:50,CUST404,APL*PARKER LTD PORT JONATHANCHESTER,345.86,5812,Calgary
TX00386,2025-06-20 03:54:39,CUST525,APL*MARTIN INC NORTH SIERRA,105.99,5945,Montreal
TX00387,2025-06-20 09:11:41,CUST420,"WMT*GONZALES,  WEST SHIRLEYPORT",368.43,5912,Calgary
TX00388,2025-06-20 02:04:15,CUST233,UBR*LEE AND SO MARIAFURT,283.02,5912,Montreal
TX00389,2025-06-20 11:04:56,CUST577,AMZ*BELL PLC WILSONPORT,227.55,5812,Toronto
TX00390,2025-06-20 06:50:03,CUST151,UBR*MANN-GUTIE CHRISTINAVILLE,432.76,5999,Montreal
TX00391,2025-06-20 08:53:57,CUST986,"GOOGL*CLARK, HAR LAKE ERICBERG",467.21,5732,Vancouver
TX00392,2025-06-20 02:40:46,CUST294,GOOGL*HAAS LTD LAKE DONNALAND,498.0,5999,Calgary
TX00393,2025-06-20 19:58:37,CUST415,APL*SINGH-PHIL SOUTH JOHNNY,49.57,5999,Ottawa
TX00394,2025-06-20 12:59:15,CUST568,GOOGL*PENA GROUP WEST JONATHAN,293.76,5411,Toronto
TX00395,2025-06-19 23:03:57,CUST388,"APL*GATES, RIC WEST KEITH",441.76,5732,Winnipeg
TX00396,2025-06-20 01:16:49,CUST581,UBR*CARTER GRO LEWISBERG,9.05,5411,Calgary
TX00397,2025-06-19 18:19:59,CUST237,UBR*ESTRADA LT PORT SARAHSIDE,186.06,5999,Vancouver
TX00398,2025-06-20 18:57:29,CUST146,APL*SILVA LLC NORTH JAMES,287.29,5812,Vancouver
TX00399,2025-06-20 18:08:37,CUST666,"UBR*AGUILAR, S WEST NATHANIELBERG",196.24,5999,Ottawa
TX00400,2025-06-19 20:02:53,CUST386,"LYF*WEBB, CASE EAST COURTNEYMOUTH",307.47,5812,Toronto
TX00401,2025-06-20 08:28:30,CUST503,"UBR*BRADLEY, R OLSENFORT",281.13,5912,Montreal
TX00402,2025-06-20 02:17:03,CUST303,"LYF*HUFF, BERR RAMSEYHAVEN",203.69,5411,Toronto
TX00403,2025-06-19 18:50:23,CUST139,GOOGL*BRYANT AND REGINAHAVEN,169.86,5999,Ottawa
TX00404,2025-06-19 22:44:51,CUST567,GOOGL*JONES-MURR SOUTH DAVIDTOWN,447.1,5812,Vancouver
TX00405,2025-06-20 14:54:15,CUST727,UBR*FRAZIER-AC WEST JASONMOUTH,199.51,5945,Winnipeg
TX00406,2025-06-19 23:12:14,CUST962,UBR*VELAZQUEZ- GONZALESCHESTER,171.5,5945,Ottawa
TX00407,2025-06-20 00:19:31,CUST601,"WMT*WARD, GONZ COURTNEYSTAD",153.4,5411,Vancouver
TX00408,2025-06-20 16:49:48,CUST439,"WMT*JONES, SKI NORTH RONALD",490.05,5945,Vancouver
TX00409,2025-06-19 19:46:11,CUST915,WMT*JACKSON IN EAST BIANCAVIEW,316.48,5945,Calgary
TX00410,2025-06-19 23:45:33,CUST371,"WMT*DAVIS, EDW PORT DAVIDBURY",290.93,5732,Toronto
TX00411,2025-06-20 14:36:45,CUST697,APL*JORDAN-JON WEST ANTHONY,264.5,5732,Ottawa
TX00412,2025-06-20 15:26:25,CUST893,APL*MUNOZ-WALT LISAVIEW,411.72,5812,Toronto
TX00413,2025-06-20 16:49:10,CUST686,"WMT*THOMPSON,  EAST OMARSIDE",99.44,5999,Vancouver
TX00414,2025-06-20 05:47:07,CUST528,"GOOGL*PARKER, MU DIANEHAVEN",346.8,5999,Ottawa
TX00415,2025-06-20 03:39:00,CUST893,"LYF*WARD, SIMP JEFFERYBOROUGH",437.04,5732,Winnipeg
TX00416,2025-06-20 15:47:36,CUST163,WMT*MCCARTHY-H COHENBOROUGH,261.75,5945,Vancouver
TX00417,2025-06-20 01:41:19,CUST778,APL*PEREZ-COOK STEVETOWN,191.53,5812,Calgary
TX00418,2025-06-20 00:55:53,CUST645,UBR*WALKER-RIC FLOWERSLAND,180.37,5732,Winnipeg
TX00419,2025-06-20 11:11:44,CUST758,"WMT*JONES, WIL WEEKSFORT",306.99,5812,Montreal
TX00420,2025-06-20 09:57:10,CUST385,"LYF*BENNETT, H SOUTH JENNIFER",116.31,5912,Vancouver
TX00421,2025-06-19 19:41:23,CUST821,"GOOGL*TUCKER, BA THOMASBURGH",353.97,5912,Calgary
TX00422,2025-06-19 18:32:45,CUST457,LYF*ANDERSON G EAST CHRISTOPHER,140.36,5411,Ottawa
TX00423,2025-06-20 06:59:47,CUST792,"LYF*COOPER, HA ROGERSSTAD",448.4,5999,Vancouver
TX00424,2025-06-20 10:14:44,CUST891,GOOGL*HERRERA LL ESTESHAVEN,25.82,5732,Toronto
TX00425,2025-06-19 20:56:15,CUST454,"APL*SMITH, BLA DANIELLEBURGH",131.94,5999,Montreal
TX00426,2025-06-20 10:56:57,CUST306,LYF*AVILA-JONE MARIABOROUGH,466.85,5732,Vancouver
TX00427,2025-06-19 22:24:16,CUST240,AMZ*PRICE GROU WEST MICHAELVIEW,371.74,5812,Montreal
TX00428,2025-06-20 01:29:10,CUST151,WMT*DOUGLAS IN ROSSCHESTER,116.71,5812,Toronto
TX00429,2025-06-20 08:47:42,CUST202,APL*LIVINGSTON LAKE CODYTOWN,360.09,5411,Winnipeg
TX00430,2025-06-20 20:37:55,CUST889,GOOGL*GIBSON AND EAST STEPHANIETON,482.44,5812,Calgary
TX00431,2025-06-20 03:26:14,CUST768,"APL*BROOKS, MO JONESSHIRE",327.02,5912,Vancouver
TX00432,2025-06-20 18:40:00,CUST392,"WMT*MAYNARD, S BOONESTAD",454.43,5411,Winnipeg
TX00433,2025-06-20 01:20:11,CUST687,"GOOGL*THOMPSON,  KELLEYTON",370.65,5411,Montreal
TX00434,2025-06-20 19:29:51,CUST527,"GOOGL*SELLERS, F NEW NICOLESTAD",498.6,5999,Calgary
TX00435,2025-06-20 10:16:53,CUST290,WMT*SIMMONS-RI NEW BENJAMINVIEW,438.99,5411,Vancouver
TX00436,2025-06-20 16:54:50,CUST681,LYF*MURPHY LTD JACOBSBOROUGH,464.59,5912,Vancouver
TX00437,2025-06-20 01:02:23,CUST565,"WMT*CONWAY, JO PORT WILLIAM",264.54,5812,Ottawa
TX00438,2025-06-20 13:48:02,CUST579,"UBR*POLLARD, G WEST MELISSASIDE",405.36,5912,Montreal
TX00439,2025-06-19 21:13:02,CUST848,APL*BARNETT LL JONESPORT,132.35,5812,Toronto
TX00440,2025-06-20 10:04:45,CUST854,"UBR*BENNETT, G SOUTH CHRISTINE",286.05,5812,Montreal
TX00441,2025-06-20 06:03:26,CUST725,WMT*LEE-NGUYEN LAKE JEFFREYSTAD,414.36,5945,Vancouver
TX00442,2025-06-19 20:27:14,CUST188,"APL*OLIVER, YO NORTH SHERICHESTER",52.22,5812,Calgary
TX00443,2025-06-20 20:34:19,CUST431,GOOGL*WILLIAMS-L ANDERSONSTAD,134.09,5812,Calgary
TX00444,2025-06-20 08:49:10,CUST871,"UBR*CARR, VASQ NEW LAUREN",154.46,5732,Ottawa
TX00445,2025-06-19 21:01:15,CUST111,UBR*PROCTOR PL BONDBOROUGH,182.98,5812,Toronto
TX00446,2025-06-20 03:52:34,CUST783,AMZ*REED-GOLDE LEACHFURT,156.87,5999,Winnipeg
TX00447,2025-06-20 09:29:54,CUST614,"WMT*PEREZ, JOH BROWNFURT",346.69,5732,Vancouver
TX00448,2025-06-20 12:46:47,CUST476,LYF*CAMPBELL L LAKE SARAFURT,113.47,5812,Calgary
TX00449,2025-06-19 17:35:47,CUST256,APL*WRIGHT AND SOUTH AMBERFURT,494.47,5912,Calgary
TX00450,2025-06-20 03:40:42,CUST818,LYF*RASMUSSEN- WEST DAVID,379.89,5732,Montreal
TX00451,2025-06-19 20:03:01,CUST880,GOOGL*HICKS-VASQ EAST ELIZABETH,378.6,5411,Ottawa
TX00452,2025-06-19 19:11:50,CUST557,LYF*HARVEY GRO BROWNSTAD,184.08,5945,Toronto
TX00453,2025-06-20 02:24:59,CUST163,LYF*BERG LLC PORT DYLAN,105.07,5945,Montreal
TX00454,2025-06-20 01:52:32,CUST268,UBR*CHEN-HENSO ANDREPORT,223.71,5732,Montreal
TX00455,2025-06-20 03:01:23,CUST834,LYF*PAGE-WEBER LUCASVILLE,50.02,5945,Calgary
TX00456,2025-06-20 04:18:42,CUST928,AMZ*GARDNER GR NORTH BRETTFORT,70.31,5999,Calgary
TX00457,2025-06-20 00:28:32,CUST677,AMZ*WILLIAMSON LAKE MATTHEW,233.88,5912,Winnipeg
TX00458,2025-06-20 11:33:22,CUST122,APL*RANDOLPH-R PORT LOGAN,409.14,5732,Montreal
TX00459,2025-06-20 19:10:18,CUST692,"AMZ*HULL, HAMP LAKE STEPHEN",214.73,5732,Toronto
TX00460,2025-06-20 18:18:28,CUST654,"AMZ*VILLA, MAR MENDOZAFURT",493.14,5999,Toronto
TX00461,2025-06-20 14:16:04,CUST393,APL*MILLER INC PORT BONNIE,385.64,5732,Winnipeg
TX00462,2025-06-20 07:11:13,CUST761,APL*PITTS LLC NORTH DEBORAH,496.46,5999,Calgary
TX00463,2025-06-20 07:08:38,CUST990,"APL*FOSTER, LI SOUTH ROBERT",44.72,5732,Ottawa
TX00464,2025-06-20 08:09:32,CUST236,WMT*BASS-LEE LAKE TAMMYBURGH,63.72,5945,Calgary
TX00465,2025-06-19 18:19:13,CUST641,"GOOGL*MARTINEZ,  NORTH MICHAEL",489.47,5411,Toronto
TX00466,2025-06-19 20:17:58,CUST405,APL*DUNN GROUP DAKOTABOROUGH,360.95,5999,Ottawa
TX00467,2025-06-20 11:48:33,CUST488,"GOOGL*SAMPSON, S EAST ANTHONYHAVEN",233.01,5812,Vancouver
TX00468,2025-06-20 16:42:44,CUST293,WMT*MEYERS AND EAST GEORGE,20.95,5732,Calgary
TX00469,2025-06-20 12:03:30,CUST729,"AMZ*KRAMER, GO CHANGBURY",107.01,5411,Ottawa
TX00470,2025-06-19 23:03:22,CUST134,"APL*PAGE, KRAM RICHARDSONTOWN",337.65,5411,Montreal
TX00471,2025-06-20 06:10:29,CUST858,AMZ*SMITH LLC VERONICAFURT,222.29,5945,Montreal
TX00472,2025-06-20 15:43:07,CUST872,AMZ*MCCLURE LL WEST CHRISTIAN,254.43,5912,Montreal
TX00473,2025-06-19 23:50:43,CUST935,WMT*THOMPSON L NORTH REBECCA,162.86,5945,Winnipeg
TX00474,2025-06-20 12:11:43,CUST938,UBR*HARVEY GRO MICHAELCHESTER,154.37,5812,Winnipeg
